id,original_title,title,runtime
123354,The Spanish Gardener,The Spanish Gardener,97.0
84211,Safety Patrol,Safety Patrol,96.0
29116,The Velvet Touch,The Velvet Touch,100.0
43395,Two Weeks with Love,Two Weeks with Love,92.0
38469,Shadows Over Chinatown,Shadows Over Chinatown,64.0
104711,Tom Sawyer,Tom Sawyer,109.0
84337,Me and My Gal,Me and My Gal,79.0
121667,Venus and Serena,Venus and Serena,99.0
131045,Девять дней одного года,Nine Days of One Year,111.0
28490,I Died a Thousand Times,I Died a Thousand Times,109.0
72160,Yellowstone Kelly,Yellowstone Kelly,91.0
105059,The Last Challenge,The Last Challenge,105.0
26714,Two Seconds,Two Seconds,67.0
113219,TekWar,TekWar,97.0
52857,The Prisoner,The Prisoner,95.0
74877,Son of Morning,Son of Morning,81.0
147371,Война и Мир 1: Андрей Болконский,"War and Peace, Part I: Andrei Bolkonsky",147.0
73120,Red Heat,Red Heat,104.0
203264,Percentage,Percentage,82.0
108181,The Beast of Hollow Mountain,The Beast of Hollow Mountain,81.0
27978,The Woman on Pier 13,The Woman on Pier 13,73.0
42752,Midnight,Midnight,76.0
17129,御用牙　鬼の半蔵やわ肌小判,Hanzo the Razor: Who's Got the Gold?,84.0
47312,The Good Die Young,The Good Die Young,100.0
180891,リアル　完全なる首長竜の日,Real,127.0
152130,Playdate,Playdate,82.0
91737,The Learning Tree,The Learning Tree,107.0
62188,The Next Voice You Hear....,The Next Voice You Hear....,83.0
50926,The Great Rupert,The Great Rupert,88.0
98549,The Legend of Hell's Gate: An American Conspiracy,The Legend of Hell's Gate: An American Conspiracy,108.0
39042,Multiple Sarcasms,Multiple Sarcasms,97.0
126031,A Woman Called Golda,A Woman Called Golda,240.0
46190,These Wilder Years,These Wilder Years,91.0
33843,The Burglar,The Burglar,90.0
112885,The Bride Wore Red,The Bride Wore Red,103.0
52323,Touching Home,Touching Home,108.0
75799,The Roots of Heaven,The Roots of Heaven,121.0
37053,Hitokiri,Tenchu!,140.0
174340,Richard Pryor: Omit the Logic,Richard Pryor: Omit the Logic,83.0
37294,Station West,Station West,87.0
68191,The Student Prince,The Student Prince,107.0
37408,Vicki,Vicki,85.0
36631,Never Let Go,Never Let Go,90.0
43625,Heidi,Heidi,97.0
15898,Unstable Fables: 3 Pigs & a Baby,Unstable Fables: 3 Pigs & a Baby,78.0
188357,Richard The Lionheart,Richard The Lionheart,100.0
55762,Sweeney!,Sweeney!,89.0
82181,Hellcats of the Navy,Hellcats of the Navy,82.0
33002,New World Order,New World Order,83.0
138699,The Little Hut,The Little Hut,90.0
24084,The Adventures of Barry McKenzie,The Adventures of Barry McKenzie,114.0
40468,Opposing Force,Opposing Force,100.0
44974,Kettle of Fish,Kettle of Fish,0.0
75033,Winnie Mandela,Winnie Mandela,107.0
2199,My Mom's a Werewolf,My Mom's a Werewolf,90.0
122083,Superstar,Superstar,112.0
34945,The Conspirators,The Conspirators,101.0
70422,The Lickerish Quartet,The Lickerish Quartet,90.0
5601,Traitement de choc,Shock Treatment,91.0
104729,Midnight,Midnight,91.0
77118,I Accidentally Domed Your Son,I Accidentally Domed Your Son,0.0
70916,Liang Zhu,The Lovers,107.0
56412,Skinwalkers,Skinwalkers,100.0
38556,Tough Enough,Tough Enough,106.0
11719,Un Piede in paradiso,One Foot in Heaven,99.0
63706,Mandrake,Mandrake,89.0
85768,Saluda al diablo de mi parte,Greetings to the Devil,90.0
31362,In the Line of Duty: The F.B.I. Murders,In the Line of Duty: The F.B.I. Murders,92.0
31919,The Van,The Van,92.0
214181,It's My Turn,It's My Turn,91.0
71357,Lovesick,Lovesick,96.0
44697,Take a Hard Ride,Take a Hard Ride,103.0
44989,Los Paranoicos,The Paranoids,98.0
208495,Mission Park,Mission Park,101.0
92635,Snow White: A Deadly Summer,Snow White: A Deadly Summer,85.0
71511,Medium Raw,Medium Raw,111.0
46869,Love on the Side,Love on the Side,102.0
75012,Three Violent People,Three Violent People,100.0
37123,The Sheriff of Fractured Jaw,The Sheriff of Fractured Jaw,103.0
24002,Let's Make It Legal,Let's Make It Legal,77.0
23200,Silent Partner,Silent Partner,96.0
84727,Woman Wanted,Woman Wanted,110.0
56596,Puss,Trust Me,109.0
173299,Hail Caesar,Hail Caesar,100.0
83802,The Gong Show Movie,The Gong Show Movie,89.0
46193,"Ride, Vaquero!","Ride, Vaquero!",90.0
121230,The Virginian,The Virginian,90.0
67375,The Story of Alexander Graham Bell,The Story of Alexander Graham Bell,98.0
72984,Hansel and Gretel,Hansel and Gretel,84.0
18571,Phantom Punch,Phantom Punch,105.0
52355,Hot Saturday,Hot Saturday,73.0
113175,Robin of Locksley,Robin of Locksley,97.0
93263,The Men's Club,The Men's Club,101.0
26888,Soul Power,Soul Power,93.0
49733,The Waiting City,The Waiting City,100.0
43365,Stars and Stripes Forever,Stars and Stripes Forever,90.0
42754,Three Can Play That Game,Three Can Play That Game,87.0
67328,The Gundown,The Gundown,97.0
77845,Lone Hero,Lone Hero,0.0
68744,Johnny Skidmarks,Johnny Skidmarks,96.0
39166,The Black Pimpernel,The Black Pimpernel,95.0
78028,Lionheart,Lionheart,104.0
139367,The Mark,The Mark,95.0
46562,The Last Rites of Ransom Pride,The Last Rites of Ransom Pride,83.0
99377,The Big Mouth,The Big Mouth,107.0
28284,Parrish,Parrish,138.0
36634,The People Against O'Hara,The People Against O'Hara,102.0
44023,Make Mine Mink,Make Mine Mink,101.0
188507,Space Warriors,Space Warriors,93.0
67521,Something of Value,Something of Value,113.0
27966,King of the Underworld,King of the Underworld,67.0
71200,Snake Eater,Snake Eater,91.0
147618,Stage Struck,Stage Struck,70.0
42128,I Ought to Be in Pictures,I Ought to Be in Pictures,108.0
84508,東海道四谷怪談,The Ghost of Yotsuya,76.0
102195,Way... Way Out,Way Way Out,101.0
80200,Velocity Trap,Velocity Trap,86.0
61855,The Painted Hills,The Painted Hills,68.0
82243,गुमनाम,Gumnaam,151.0
108716,In Cold Blood,In Cold Blood,240.0
94881,Week-End at the Waldorf,Week-End at the Waldorf,130.0
50117,We Were Strangers,We Were Strangers,106.0
47638,The River Rat,The River Rat,94.0
47437,Le petit poucet,Tom Thumb,90.0
83579,The Hound of the Baskervilles,The Hound of the Baskervilles,100.0
61613,The Inheritance,The Inheritance,90.0
38472,The Trap,The Trap,62.0
37306,Voodoo Moon,Voodoo Moon,89.0
103938,Today We Live,Today We Live,113.0
78504,Restitution,Restitution,101.0
45599,The Tunnel of Love,The Tunnel of Love,98.0
24683,Razortooth,Razortooth,92.0
60965,The Legend of Bloody Mary,The Legend of Bloody Mary,93.0
120522,Middle of the Night,Middle of the Night,118.0
23525,The D.I.,The D.I.,106.0
105406,Who Was That Lady?,Who Was That Lady?,115.0
72455,Walking Tall Part II,Walking Tall Part II,109.0
46580,Time Limit,Time Limit,96.0
56860,Lost Signal,Lost Signal,104.0
14053,Slap Shot 3: The Junior League,Slap Shot 3: The Junior League,90.0
81724,Laughter in Paradise,Laughter in Paradise,93.0
175065,Fun on a Weekend,Fun on a Weekend,93.0
127614,Kohta 18,Almost 18,112.0
167956,Fist of Jesus,Fist of Jesus,15.0
253266,Print the Legend,Print the Legend,100.0
233487,He Who Dares,He Who Dares,82.0
180644,Anina,Anina,78.0
302828,Against the Sun,Against the Sun,100.0
281298,신의 한 수,The Divine Move,118.0
61237,Una ragione per vivere e una per morire,"A Reason to Live, a Reason to Die",79.0
38346,Bowery at Midnight,Bowery at Midnight,61.0
54288,La main du diable,Carnival of Sinners,78.0
33272,Lucky Country,Lucky Country,96.0
92798,Duffy,Duffy,101.0
166085,Menú degustación,Tasting Menu,85.0
290802,Night Will Fall,Night Will Fall,75.0
171019,Pony Soldier,Pony Soldier,82.0
215924,Los insólitos peces gato,The Amazing Catfish,87.0
279979,The Court-Martial of Jackie Robinson,The Court-Martial of Jackie Robinson,100.0
171908,The Perils of Pauline,The Perils of Pauline,107.0
92796,Black Magic,Black Magic,105.0
45577,Three Cases of Murder,Three Cases of Murder,99.0
140032,The Fountain of Youth,The Fountain of Youth,27.0
58655,Parade,Parade,84.0
85637,Always for Pleasure,Always for Pleasure,58.0
299104,Hana saku minato,Port of Flowers,82.0
218233,生きてゐる孫六,The Living Magoroku,88.0
168300,Kanko no machi,Jubilation Street,73.0
168994,Rikugun,Army,87.0
130241,Osone-ke no ashita,Morning for the Osone Family,81.0
112244,Nogiku no gotoki kimi nariki,She Was Like a Wild Chrysanthemum,100.0
219233,Fuefukigawa,The River Fuefuki,117.0
105470,Eien no hito,Immortal Love,103.0
168295,死闘の伝説,Legend of a Duel to the Death,83.0
49308,その夜の妻,That Night's Wife,65.0
159000,Citizen Koch,Citizen Koch,85.0
309049,We Still Kill the Old Way,We Still Kill the Old Way,94.0
318359,In Our Garden,In Our Garden,86.0
266880,Giuseppe Makes a Movie,Giuseppe Makes a Movie,82.0
155605,Musuko no seishun,Youth of the Son,44.0
91929,The Arrival of Wang,The Arrival of Wang,80.0
142724,Walker,Walker,26.0
161880,One Step Ahead of My Shadow,One Step Ahead of My Shadow,7.0
64528,Alla ricerca del piacere,Amuck!,98.0
204800,Lad: A Dog,Lad: A Dog,98.0
29416,Horror of the Blood Monsters,Horror of the Blood Monsters,85.0
260848,Corruzione al palazzo di giustizia,Smiling Maniacs,100.0
141262,Il tempo degli assassini,Season For Assassins,0.0
244580,Low Down,Low Down,119.0
242675,"Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""","Another Day, Another Time: Celebrating the Music of ""Inside Llewyn Davis""",101.0
43721,Margaret,Margaret,113.0
286875,Paper Planes,Paper Planes,96.0
45441,ドライブ,DRIVE,102.0
105133,ハードラックヒーロー,Hard Luck Hero,79.0
95853,うさぎドロップ,Bunny Drop,114.0
22901,I Know You Know,I Know You Know,81.0
21988,Awaydays,Awaydays,105.0
89056,Torino violenta,Double Game,0.0
86472,Vivo per la tua morte,A Long Ride from Hell,95.0
188180,Rakkauden rasvaprosentti,Body Fat Index of Love,98.0
256196,Burning Blue,Burning Blue,96.0
261830,Björk: Biophilia Live,Björk: Biophilia Live,97.0
221148,The Missouri Traveler,The Missouri Traveler,103.0
42779,Those Calloways,Those Calloways,131.0
149690,La spina dorsale del diavolo,The Deserter,104.0
82178,Torch Singer,Torch Singer,71.0
55321,The Diary of Anne Frank,The Diary of Anne Frank,109.0
114626,El compadre Mendoza,El compadre Mendoza,85.0
166883,Le grand jeu,Le Grand Jeu,110.0
82185,Mauvaise graine,Bad Seed,77.0
130881,Red Ensign,Red Ensign,69.0
48798,Love and Distrust,Love and Distrust,93.0
104638,"Aquí llega Condemor, el pecador de la pradera","Aquí llega Condemor, el pecador de la pradera",90.0
135696,El asombroso mundo de Borjamari y Pocholo,El asombroso mundo de Borjamari y Pocholo,90.0
59722,2012: Ice Age,2012: Ice Age,91.0
131932,FBI: Frikis buscan incordiar,FBI: Frikis buscan incordiar,85.0
48635,Isi/Disi - Amor a lo bestia,Isi/Disi - Amor a lo bestia,88.0
194407,Red Salute,Red Salute,80.0
75770,The Case of the Curious Bride,The Case of the Curious Bride,80.0
148617,The Case of the Lucky Legs,The Case of the Lucky Legs,77.0
72400,La Bandera,La Bandera,88.0
36879,La bestia in calore,The Beast in Heat,86.0
177902,Doubting Thomas,Doubting Thomas,73.0
39991,La casa con la scala nel buio,A Blade in the Dark,110.0
130882,The Phantom Light,The Phantom Light,76.0
53931,Seven Alone,Seven Alone,97.0
51780,Pretty Cool,Pretty Cool,92.0
283536,Ned Rifle,Ned Rifle,85.0
252637,Time in the Minors,Time in the Minors,85.0
131503,Tähtitaivas talon yllä,Stars Above,0.0
203321,Not Another Happy Ending,Not Another Happy Ending,102.0
210860,Mortdecai,Mortdecai,106.0
216015,Fifty Shades of Grey,Fifty Shades of Grey,125.0
305932,Expelled,Expelled,85.0
142208,Buffalo Girls,Buffalo Girls,66.0
196255,Gregory Go Boom,Gregory Go Boom,18.0
48522,Der Perückenmacher,The Periwig-Maker,15.0
53215,Kiwi!,Kiwi!,3.0
281615,Santa's Pocket Watch,Santa's Pocket Watch,20.0
48730,Björk at the Royal Opera House,Björk at the Royal Opera House,94.0
72205,Лиса и Заяц,The Fox and the Hare,12.0
46240,Christmas Comes but Once a Year,Christmas Comes but Once a Year,9.0
90781,Crac,Crac,15.0
56275,Reggie Watts: Why Shit So Crazy?,Reggie Watts: Why Shit So Crazy?,53.0
215657,Syrinx,Syrinx,3.0
190946,Curb Dance,Curb Dance,2.0
171292,Desire: The Vampire,Desire: The Vampire,120.0
54505,Manson,Manson,83.0
188392,Fright to the Finish,Fright to the Finish,6.0
67866,Guyana Tragedy: The Story of Jim Jones,Guyana Tragedy: The Story of Jim Jones,192.0
24251,"I Want a Dog for Christmas, Charlie Brown","I Want a Dog for Christmas, Charlie Brown",49.0
261144,Impure Thoughts,Impure Thoughts,87.0
195617,It's a Bird,It's a Bird,14.0
76162,Stephen Fry In America - New World,Stephen Fry In America - New World,59.0
209209,Turen til Squashland,The Trip to Squash Land,2.0
37556,Charlie Brown's Christmas Tales,Charlie Brown's Christmas Tales,18.0
205818,Eat,Eat,15.0
15718,Garfield's Halloween Adventure,Garfield's Halloween Adventure,25.0
23998,"It's Christmastime Again, Charlie Brown","It's Christmastime Again, Charlie Brown",22.0
27850,Halloweentown,Halloweentown,81.0
34205,Halloweentown II: Kalabar's Revenge,Halloweentown II: Kalabar's Revenge,81.0
34560,Halloweentown High,Halloweentown High,82.0
59354,Nocturna Artificialia,Nocturna Artificialia,21.0
105168,Santa Claus,Santa Claus,1.0
44666,Surprise,Surprise,6.0
67699,Trick or Treat,Trick or Treat,8.0
48841,Vengeance: The Story of Tony Cimo,Vengeance: The Story of Tony Cimo,90.0
2186,Within the Woods,Within the Woods,32.0
154622,100 Years at the Movies,100 Years at the Movies,9.0
43658,Apple Jack,Apple Jack,16.0
52458,The Butter Battle Book,The Butter Battle Book,24.0
234377,Corn on the Cop,Corn on the Cop,6.0
44342,Le diable noir,The Black Imp,4.0
52207,Halloween is Grinch Night,Halloween is Grinch Night,30.0
123283,Marilyn in Manhattan,Marilyn in Manhattan,46.0
197592,Rage of Angels,Rage of Angels,189.0
238090,Rage of Angels: The Story Continues,Rage of Angels: The Story Continues,190.0
81294,Rudolph the Red-Nosed Reindeer,Rudolph the Red-Nosed Reindeer,8.0
53214,Signs,Signs,12.0
84805,The Fat Albert Halloween Special,The Fat Albert Halloween Special,23.0
140149,Season's Greetings,Season's Greetings,4.0
84617,The Dot and the Line: A Romance in Lower Mathematics,The Dot and the Line: A Romance in Lower Mathematics,10.0
157723,Nantucket Film Festival's Comedy Roundtable,Nantucket Film Festival's Comedy Roundtable,45.0
13535,Rubber Johnny,Rubber Johnny,6.0
57622,Act da Fool,Act da Fool,4.0
129363,En rachâchant,En rachâchant,7.0
261274,En blomst,A Flower,8.0
71145,Boo to You Too! Winnie the Pooh,Boo to You Too! Winnie the Pooh,21.0
80142,Isabelle au bois dormant,Sleeping Betty,9.0
161885,Betty Boop's Hallowe'en Party,Betty Boop's Hallowe'en Party,7.0
187993,Halloween,Halloween,6.0
44874,Barbie: A Fashion Fairytale,Barbie: A Fashion Fairytale,79.0
192367,The Halloween That Almost Wasn't,The Halloween That Almost Wasn't,30.0
52035,The Mystery of the Leaping Fish,The Mystery of the Leaping Fish,25.0
162864,The 3 Rs,The 3 Rs,1.0
109477,Brutal Relax,Brutal Relax,15.0
73714,カフカ 田舎医者,Franz Kafka's a Country Doctor,21.0
61080,Pluto's Christmas Tree,Pluto's Christmas Tree,7.0
110760,Stille Nacht I,Stille Nacht I,1.0
205651,Holiday for Drumsticks,Holiday for Drumsticks,7.0
91138,The Horseplayer,The Horseplayer,89.0
21714,Coven,Coven,40.0
59358,Rehearsals for Extinct Anatomies,Rehearsals for Extinct Anatomies,14.0
221234,Suur Tõll,Suur Tõll,14.0
67460,We Can Be Heroes,We Can Be Heroes,164.0
48273,Bob's Birthday,Bob's Birthday,12.0
83746,Broom-Stick Bunny,Broom-Stick Bunny,7.0
141754,チェーンソー・メイド,Chainsaw Maid,7.0
38580,The Little Matchgirl,The Little Matchgirl,7.0
77022,The Haunted House,The Haunted House,7.0
137014,How They Get There,How They Get There,3.0
167938,Istanbul,Istanbul,0.0
168202,Yego zhena kuritsa,"Hen, His Wife",13.0
241170,Inside The X-Files,Inside The X-Files,45.0
27618,The Horribly Slow Murderer with the Extremely Inefficient Weapon,The Horribly Slow Murderer with the Extremely Inefficient Weapon,10.0
60233,Norm MacDonald: Me Doing Standup,Norm MacDonald: Me Doing Standup,61.0
48874,A Flintstones Christmas Carol,A Flintstones Christmas Carol,70.0
36129,Ёжик в тумане,Hedgehog in the Fog,11.0
53178,The Cat's Out,The Cat's Out,7.0
53543,Claymation Comedy of Horrors,Claymation Comedy of Horrors,30.0
104062,Síðasti bærinn,The Last Farm,17.0
93904,Snowballs,Snowballs,5.0
36003,"Danger! 50,000 Zombies","Danger! 50,000 Zombies",25.0
190352,Bouncing Babies,Bouncing Babies,20.0
69168,Stella: Live in Boston,Stella: Live in Boston,0.0
58587,Diario de un skin,Diario de un skin,80.0
29286,The Black Cat,The Black Cat,70.0
16048,All About Anna,All About Anna,91.0
52216,À nous les petites Anglaises!,Let's Get Those English Girls,90.0
52304,Archie To Riverdale and Back Again,Archie To Riverdale and Back Again,100.0
56499,Babette s'en va-t-en guerre,Babette Goes to War,106.0
253686,Belle comme la femme d'un autre,Darling Trap,90.0
78278,C'est le bouquet !,Special Delivery,99.0
64850,Comme tout le monde,Mr. Average,90.0
20921,キューティーハニー,Cutie Honey,94.0
45221,"Delphine 1, Yvan 0","Delphine 1, Yvan 0",91.0
72174,Doomsday Prophecy,Doomsday Prophecy,89.0
74192,El amor perjudica seriamente la salud,Love Can Seriously Damage Your Health,129.0
159704,Fantaghirò,The Cave of the Golden Rose,200.0
201561,Human Touch,Human Touch,102.0
130677,King Kelly,King Kelly,86.0
72917,La Bande du drugstore,La Bande du drugstore,93.0
76198,La Gifle,The Slap,99.0
37688,Lahore,Lahore,145.0
71623,La Putain du roi,The King's Whore,138.0
266723,Latitudes,Latitudes,82.0
13734,Le cœur des hommes 2,Frenchmen 2,111.0
269714,Le Dernier diamant,The Last Diamond,108.0
76642,"Le printemps, l'automne et l'amour","Le printemps, l'automne et l'amour",95.0
20220,Les 1001 nuits,1001 Nights,98.0
31985,Lightspeed,Lightspeed,90.0
64357,Meilleur espoir féminin,Meilleur espoir féminin,0.0
77280,"Mercredi, folle journée !","Mercredi, folle journée !",127.0
271327,Mr Reliable,Mr Reliable,112.0
79051,Ninette,Ninette,118.0
157787,Nom de code : Rose,Nom de code : Rose,0.0
55638,Opposite Day,Opposite Day,88.0
226363,Powder Room,Powder Room,86.0
253851,Shirin in Love,Shirin in Love,104.0
44349,The Christmas Wish,The Christmas Wish,78.0
201859,The Sex and Violence Family Hour,The Sex and Violence Family Hour,60.0
33489,Tout ça... pour ça !,All That... for This?!,116.0
54052,Who Do I Gotta Kill?,Who Do I Gotta Kill?,84.0
63180,Marihuana,Marihuana,57.0
105114,Rivelazioni di un maniaco sessuale al capo della squadra mobile,"So Sweet, So Dead",89.0
260884,Imputazione di omicidio per uno studente,Chronicle of a Homicide,99.0
60009,The Shadow Men,The Shadow Men,95.0
76155,De zevende hemel,Seventh Heaven,94.0
67443,La Belle Équipe,They Were Five,101.0
269070,Verspätung in Marienborn,Stop Train 349,0.0
192588,Fährmann Maria,Ferryman Maria,85.0
82237,"Thank You, Jeeves!","Thank You, Jeeves!",57.0
145075,Mashgh-e Shab,Homework,86.0
83816,Internes Can't Take Money,Internes Can't Take Money,78.0
131457,Green Light,Green Light,85.0
26504,La tarantola dal ventre nero,Black Belly of the Tarantula,98.0
56557,Maid of Salem,Maid of Salem,86.0
74208,Double Or Nothing,Double Or Nothing,91.0
206377,Second Honeymoon,Second Honeymoon,84.0
132506,I Met Him in Paris,I Met Him in Paris,86.0
92257,Un carnet de bal,Dance Program,130.0
64442,Les disparus de Saint-Agil,Boys' School,98.0
180954,Vessel of Wrath,Vessel of Wrath,92.0
61523,Idiot's Delight,Idiot's Delight,107.0
52437,Invitation to Happiness,Invitation to Happiness,97.0
222870,Subliminal Seduction,Subliminal Seduction,81.0
83288,Virtual Combat,Virtual Combat,97.0
160194,The Skateboard Kid II,The Skateboard Kid II,90.0
119353,The Terror Within II,The Terror Within II,0.0
310589,На пороге страха,Beyond the Fear,80.0
287504,Modris,Modris,98.0
292396,Deliverance Creek,Deliverance Creek,0.0
290555,Wolves,Wolves,90.0
94563,The Woodcarver,The Woodcarver,96.0
63348,The Encounter,The Encounter,85.0
156277,Big Sur,Big Sur,100.0
229559,La vida inesperada,The Unexpected Love,105.0
127770,Apostle Peter and the Last Supper,Apostle Peter and the Last Supper,88.0
13924,The Adventures of André and Wally B.,The Adventures of André and Wally B.,2.0
80012,Face of Terror,Face of Terror,100.0
117963,The Harmony Game,The Harmony Game,72.0
229194,Kamikaze,Kamikaze,94.0
152113,Planète Océan,Planet Ocean,94.0
116554,Stalag Luft,Stalag Luft,101.0
253287,We'll Never Have Paris,We'll Never Have Paris,89.0
250066,American Heist,American Heist,94.0
102534,Hyvä poika,The Good Son,88.0
248231,Miraculum,Miraculum,104.0
321130,Солярис,Solyaris,142.0
258049,Ama lur,Mother Earth,103.0
189197,The Pacific,The Pacific,540.0
73922,Посетитель музея,A Visitor to a Museum,136.0
74695,Giperboloid Inzhenera Garina,The Hyperboloid of Engineer Garin,96.0
72809,Kosmicheskiy reys: Fantasticheskaya novella,Cosmic Journey,70.0
224293,Two: The Story of Roman & Nyro,Two: The Story of Roman & Nyro,71.0
302429,Strange Magic,Strange Magic,99.0
123235,Paris-Manhattan,Paris-Manhattan,79.0
94820,The Flying Machine,The Flying Machine,85.0
94904,7 días en La Habana,7 Days in Havana,129.0
272693,The DUFF,The DUFF,100.0
128876,Tower Block,Tower Block,90.0
281230,Fort McCoy,Fort McCoy,0.0
297544,Age of Ice,Age of Ice,85.0
56233,La ragazza con la pistola,The Girl with a Pistol,100.0
239030,Love Steaks,Love Steaks,89.0
280002,The Remaining,The Remaining,88.0
93556,Prairie Love,Prairie Love,81.0
193650,Heathcliff: The Movie,Heathcliff: The Movie,73.0
277355,Everly,Everly,90.0
89247,"Daddy, I'm A Zombie","Daddy, I'm A Zombie",80.0
285135,Zodiac,Zodiac,89.0
63616,Camarón,Camarón: When Flamenco Became Legend,119.0
121828,アウトレイジ ビヨンド,Outrage Beyond,110.0
46897,The Mark of Cain,The Mark of Cain,0.0
269576,Atomski zdesna,From Zero to Hero,94.0
73065,L'umanoide,The Humanoid,100.0
35646,Kocken,Kocken,116.0
133764,Aurora,Vanishing Waves,120.0
32088,The Little Drummer Girl,The Little Drummer Girl,130.0
276844,The Little Death,The Little Death,96.0
136619,Pinocchio,Pinocchio,75.0
21013,Kenny Begins,Kenny Begins,88.0
32649,Sandor slash Ida,Sandor slash Ida,93.0
44552,Livet i 8 bitar,Bit by Bit,85.0
12609,"Hjælp, jeg er en fisk",Help! I'm A Fish,80.0
27119,"Tsatsiki, Morsan och Polisen",Tsatsiki,91.0
286805,Dark Dungeons,Dark Dungeons,40.0
36674,Bert - Den siste oskulden,Bert: The Last Virgin,100.0
77331,En på miljonen,One in a Million,87.0
30149,Sunes sommar,Sunes sommar,83.0
27599,Lotta 2: Lotta flyttar hemifrån,Lotta Leaves Home,79.0
27600,Lotta på Bråkmakargatan,Lotta on Rascal Street,74.0
35927,Babar The Movie,Babar The Movie,70.0
30576,Världens bästa Karlsson,Karlsson on the Roof,99.0
135337,Flickorna,The Girls,100.0
92690,¡Mátalo!,¡Mátalo!,100.0
28573,"Io, Emmanuelle","Io, Emmanuelle",96.0
29167,Perché quelle strane gocce di sangue sul corpo di Jennifer?,The Case of the Bloody Iris,94.0
267268,Más negro que la noche,Darker Than Night,100.0
83897,A Zona,Uprise,99.0
214251,Historia de la meva mort,Story of My Death,148.0
266034,La chambre bleue,The Blue Room,75.0
160160,Vic+Flo ont vu un ours,Vic+Flo Saw a Bear,95.0
72985,Lola,Grandmother,110.0
211579,우리 선희,Our Sunhi,89.0
97762,Two Years at Sea,Two Years at Sea,88.0
211722,A Spell to Ward Off the Darkness,A Spell to Ward Off the Darkness,94.0
128120,A Última Vez Que Vi Macau,The Last Time I Saw Macao,85.0
214069,Când se lasa seara peste Bucuresti sau metabolism,When Evening Falls on Bucharest or Metabolism,89.0
54598,Septien,Septien,80.0
285463,Dos disparos,Two Shots Fired,104.0
60120,Finisterrae,Finisterrae,80.0
253377,La distancia,The Distance,80.0
139808,Una pistola en cada mano,A Gun in Each Hand,100.0
25251,Borsalino,Borsalino,126.0
204384,Finsterworld,Finsterworld,91.0
40417,Gangsters,Gangsters,90.0
74608,Weekender,Weekender,90.0
63112,...e tanta paura,Plot of Fear,98.0
97313,Bank Shot,Bank Shot,83.0
96306,Anotherworld,Anotherworld,109.0
200547,Par desmit minutem vecaks,Ten Minutes Older,10.0
217708,Hross í oss,Of Horses and Men,85.0
9948,The Fox and the Hound 2,The Fox and the Hound 2,69.0
293461,Monsterimies,Monsterman,85.0
12575,Long Hello and Short Goodbye,Long Hello and Short Goodbye,95.0
41571,The Heart of the World,The Heart of the World,6.0
317384,P'tit Quinquin,Li'l Quinquin,200.0
81981,Flicka och hyacinter,Girl with Hyacinths,89.0
80337,These Amazing Shadows,These Amazing Shadows,88.0
85642,Garlic Is As Good As Ten Mothers,Garlic Is As Good As Ten Mothers,51.0
8779,Cesta do pravěku,Journey to the Beginning of Time,93.0
163366,Spend It All,Spend It All,43.0
39064,Janji Joni,Joni's Promise,83.0
28770,The Man Who Could Cheat Death,The Man Who Could Cheat Death,83.0
137008,small roads,small roads,103.0
118497,Kočár do Vídně,Carriage to Vienna,76.0
162510,El extraño viaje,Strange Voyage,92.0
250660,Ivory Tower,Ivory Tower,97.0
41213,Baron Prášil,The Fabulous Baron Munchausen,83.0
129129,Light Is Calling,Light Is Calling,8.0
190152,The Open Road,The Open Road,64.0
217268,The Epic of Everest,The Epic of Everest,87.0
85658,All In This Tea,All In This Tea,70.0
122479,The Private Life of a Cat,The Private Life of a Cat,22.0
290739,Land,Land,76.0
128831,Lettre de Sibérie,Letter from Siberia,62.0
248921,Babylon XX,Babylon XX,95.0
49957,Carts of Darkness,Carts of Darkness,60.0
163978,Soundtracker,Soundtracker,88.0
25657,かもめ食堂,Kamome Diner,102.0
96574,Gerhard Richter Painting,Gerhard Richter Painting,97.0
257537,Leiputrija,Dream Land,35.0
56691,Ung flukt,The Wayward Girl,95.0
74711,Город Зеро,City Zero,103.0
47448,Motforestilling,Remonstrance,97.0
102691,Glocken aus der Tiefe,Bells from the Deep,60.0
205504,Trädgårdsmästaren,The Gardener,34.0
282009,Havsgamar,The Sea Vultures,44.0
206390,Tösen från Stormyrtorpet,The Girl from the Marsh Croft,74.0
133643,Karin Ingmarsdotter,Karin Daughter of Ingmar,115.0
116991,Klostret i Sendomir,The Monastery of Sendomir,54.0
239123,1000 Journals,1000 Journals,88.0
87506,Pan,Pan,115.0
217590,Året gjennom Børfjord,A Year Along the Abandoned Road,12.0
257534,Kurpe,The Shoe,83.0
26805,Night Editor,Night Editor,68.0
62851,軍旗はためく下に,Under the Flag of the Rising Sun,96.0
29470,The Devil Thumbs a Ride,The Devil Thumbs a Ride,62.0
30640,The Man Who Changed His Mind,The Man Who Changed His Mind,66.0
26925,The Man They Could Not Hang,The Man They Could Not Hang,64.0
120850,Line of Sight,Line of Sight,60.0
173484,Rewind This!,Rewind This!,94.0
4885,Десять негритят,Ten Little Indians,137.0
199661,Joséphine,Josephine,88.0
43716,The Land Unknown,The Land Unknown,78.0
83297,Crazy Thunder Road,Crazy Thunder Road,98.0
151136,Picas,Pizzas,63.0
